,group,test_f1_150,test_f1_20,test_f1_10,test_f1_5,test_avg_distance_rp,test_avg_distance,_runtime
43,best_dinoecg_xlstm_lp,0.969308853149414,0.6091778874397278,0.463287353515625,0.23786266148090365,10.597783088684082,14.207574844360352,163
44,best_dinoecg_xlstm_lp,0.9692566990852356,0.6139962673187256,0.4666631817817688,0.23912668228149417,9.855060577392578,14.214954376220703,154
40,best_dinoecg_xlstm_lp,0.969817876815796,0.6173309087753296,0.4695482552051544,0.2406521588563919,10.625370025634766,14.062986373901367,204
80,best_ecgcpc_ft,0.903988778591156,0.8600104451179504,0.7147954702377319,0.47683265805244446,281.07470703125,5.974897384643555,456
81,best_ecgcpc_ft,0.905171036720276,0.8645116090774536,0.6941959857940674,0.47934553027153015,258.9605407714844,5.621731758117676,448
82,best_ecgcpc_ft,0.9247585535049438,0.8698000907897949,0.7574400305747986,0.5119668841362,172.25439453125,5.581271648406982,448
83,best_ecgcpc_ft,0.923613429069519,0.8942965865135193,0.7984044551849365,0.5387858152389526,158.8376007080078,4.240139961242676,447
84,best_ecgcpc_ft,0.9525256752967834,0.9050792455673218,0.7723581790924072,0.5137470960617065,101.4892349243164,5.30090856552124,450
36,best_ecgcpc_lp,0.6657315492630005,0.4801532328128814,0.3844112157821655,0.24197231233119965,919.782958984375,19.398693084716797,229
39,best_ecgcpc_lp,0.6180762648582458,0.45427361130714417,0.36834388971328735,0.2326719760894775,1077.78076171875,18.04530906677246,234
38,best_ecgcpc_lp,0.6890844702720642,0.48721086978912354,0.3879506289958954,0.2434244006872177,867.6804809570312,20.945964813232425,238
37,best_ecgcpc_lp,0.6747421026229858,0.4761095345020294,0.3794217109680176,0.2385115772485733,916.8040161132812,20.698261260986328,229
34,best_ecgcpc_lp,0.6713288426399231,0.4791578650474548,0.3826656639575958,0.24122484028339383,904.8176879882812,19.997512817382812,230
4,best_ecgfm_ft,0.14733204245567322,0.037195637822151184,0.019964277744293213,0.01029060874134302,3196.984130859375,223.7925720214844,279
0,best_ecgfm_ft,0.15376655757427216,0.036713164299726486,0.01957079581916332,0.010002817958593369,3163.55419921875,222.4079742431641,281
1,best_ecgfm_ft,0.15074308216571808,0.03673231601715088,0.01994110457599163,0.009996732696890833,3196.1279296875,223.510498046875,286
3,best_ecgfm_ft,0.14677347242832184,0.03658641874790192,0.019732654094696045,0.010109574533998966,3174.2763671875,222.58660888671875,278
2,best_ecgfm_ft,0.14513373374938965,0.03603220731019974,0.018904579803347588,0.00987218413501978,3179.71826171875,221.8433074951172,291
5,best_ecgfm_lp,0.14833933115005493,0.0364358052611351,0.019688164815306664,0.010441618040204048,3161.00634765625,224.47132873535156,239
7,best_ecgfm_lp,0.14568449556827545,0.03595772013068199,0.019055698066949844,0.010034048929810524,3188.03515625,226.9465179443359,288
8,best_ecgfm_lp,0.1430073380470276,0.037273600697517395,0.020267758518457413,0.010767323896288872,3168.7666015625,221.95144653320312,279
9,best_ecgfm_lp,0.1487404704093933,0.0366755947470665,0.01937930658459663,0.010009841993451118,3185.246826171875,221.30490112304688,287
6,best_ecgfm_lp,0.1433616578578949,0.03655328601598739,0.019653575494885445,0.010466773062944412,3183.19970703125,224.37966918945312,290
56,best_jepa_ft,0.9958801865577698,0.9116590023040771,0.8764638900756836,0.7012166976928711,4.145503997802734,5.693849086761475,1053
59,best_jepa_ft,0.9956595301628112,0.909904956817627,0.8728980422019958,0.6971592307090759,4.395672798156738,5.688231945037842,1069
58,best_jepa_ft,0.9957602620124816,0.9066807627677916,0.8702672719955444,0.6962010264396667,4.260293006896973,5.673095226287842,1074
55,best_jepa_ft,0.995449423789978,0.9161034226417542,0.880850613117218,0.7060273289680481,4.417949199676514,5.553211212158203,1058
57,best_jepa_ft,0.9945029616355896,0.906958818435669,0.8742629885673523,0.7002082467079163,3.969739198684693,6.228884220123291,1087
51,best_jepa_lp,0.9758182168006896,0.4459441006183624,0.30976369976997375,0.25174352526664734,8.291893005371094,12.49623966217041,508
50,best_jepa_lp,0.9767699837684632,0.44432157278060913,0.3084665834903717,0.2510429620742798,8.129462242126465,12.393017768859863,520
53,best_jepa_lp,0.976246416568756,0.44491592049598694,0.30887749791145325,0.25120922923088074,8.163894653320312,12.452519416809082,526
52,best_jepa_lp,0.9768014550209044,0.4417555034160614,0.30731552839279175,0.2499769628047943,7.980932712554932,12.46005630493164,515
54,best_jepa_lp,0.9764364957809448,0.4447283148765564,0.3086906671524048,0.251113623380661,7.618934154510498,12.47398281097412,538
67,best_stmem_ft,0.9933777451515198,0.9359095096588136,0.9265437126159668,0.7819874882698059,3.872516632080078,7.987270832061768,915
69,best_stmem_ft,0.99433171749115,0.937790036201477,0.9285239577293396,0.7811861634254456,4.166999340057373,6.934236526489258,875
68,best_stmem_ft,0.9944350719451904,0.9390677213668824,0.9305683374404908,0.7894261479377747,4.858078956604004,6.275787830352783,902
66,best_stmem_ft,0.994870126247406,0.9395010471343994,0.9328617453575134,0.7886675000190735,4.164982795715332,6.407068252563477,916
65,best_stmem_ft,0.9947216510772704,0.93858003616333,0.929300844669342,0.781116247177124,4.006803512573242,6.602340221405029,982
60,best_stmem_lp,0.97062748670578,0.5635783076286316,0.3886062800884247,0.2962523102760315,4.183174133300781,13.849390983581545,438
61,best_stmem_lp,0.9712560176849364,0.5646399855613708,0.3890274167060852,0.29655104875564575,4.0064697265625,13.923129081726074,473
62,best_stmem_lp,0.9707974791526794,0.567452073097229,0.39068934321403503,0.29708778858184814,4.111907482147217,14.245695114135742,459
63,best_stmem_lp,0.971129298210144,0.5692226886749268,0.3916539251804352,0.29904866218566895,4.390026092529297,13.630156517028809,558
64,best_stmem_lp,0.97005432844162,0.5630682706832886,0.38758987188339233,0.29608219861984253,4.16231632232666,14.059555053710938,543
15,best_trans_ft,0.9869451522827148,0.9056946039199828,0.7331458330154419,0.38080552220344543,5.610138416290283,11.35798454284668,272
16,best_trans_ft,0.9805241227149964,0.9041991233825684,0.729388415813446,0.3784325122833252,6.827120304107666,12.985862731933594,290
17,best_trans_ft,0.9865223169326782,0.9068708419799804,0.7329922914505005,0.3806924223899842,7.639155387878418,10.664191246032717,303
18,best_trans_ft,0.985678255558014,0.9072316884994508,0.7340730428695679,0.3812066316604614,6.331109523773193,11.40145206451416,301
19,best_trans_ft,0.9881335496902466,0.9094043970108032,0.73457932472229,0.3812651038169861,6.1334638595581055,10.448017120361328,293
10,best_trans_lp,0.7514693737030029,0.5125890374183655,0.3991211950778961,0.2071613222360611,216.8145446777344,37.77754592895508,288
11,best_trans_lp,0.7114589214324951,0.49192550778388977,0.38254138827323914,0.1998820602893829,282.36517333984375,40.73433303833008,209
14,best_trans_lp,0.7716833353042603,0.49641650915145874,0.38699179887771606,0.19972333312034607,194.79449462890625,34.435733795166016,180
13,best_trans_lp,0.7383877635002136,0.5049381256103516,0.3941048681735992,0.20527231693267825,322.3941650390625,36.69047546386719,171
12,best_trans_lp,0.7727568745613098,0.5155498385429382,0.4034464657306671,0.21000802516937256,218.5591278076172,33.965476989746094,175
79,best_xlstm_ft,0.9960770606994628,0.925468683242798,0.7393155097961426,0.37972524762153625,4.02131462097168,7.117618560791016,229
78,best_xlstm_ft,0.9933646321296692,0.9239850044250488,0.7423099875450134,0.3812331557273865,4.129829406738281,8.9104642868042,278
77,best_xlstm_ft,0.9951489567756652,0.924793779850006,0.7417956590652466,0.3809478282928467,4.0067620277404785,7.457505226135254,276
73,best_xlstm_ft,0.9945399165153505,0.923822581768036,0.7379648089408875,0.37806394696235657,3.9695053100585938,8.386665344238281,312
76,best_xlstm_ft,0.9953762292861938,0.9196353554725648,0.7328099012374878,0.3756640553474426,4.319741725921631,7.3962321281433105,250
75,best_xlstm_lp,0.9471510648727416,0.5923452973365784,0.45535096526145935,0.23458050191402435,16.84357261657715,16.75319480895996,185
74,best_xlstm_lp,0.9449904561042786,0.5899601578712463,0.4547404944896698,0.2342846840620041,17.638317108154297,17.093175888061523,189
72,best_xlstm_lp,0.9500939846038818,0.5981793999671936,0.4597287178039551,0.23679180443286896,18.010305404663086,16.374563217163086,191
71,best_xlstm_lp,0.9451726078987122,0.5941327214241028,0.45687752962112427,0.23552389442920685,17.010971069335938,16.8922061920166,197
70,best_xlstm_lp,0.9418391585350036,0.5789217352867126,0.4473054409027099,0.23026245832443237,15.652324676513672,17.44561195373535,190
20,best_xlstm_sup,0.9776190519332886,0.8845922350883484,0.6971526741981506,0.3578697741031647,6.218118667602539,12.746057510375977,270
21,best_xlstm_sup,0.984151303768158,0.8918330669403076,0.7005834579467773,0.35926002264022827,6.451844692230225,11.008270263671877,214
22,best_xlstm_sup,0.9832582473754884,0.8975823521614075,0.705682635307312,0.3616507947444916,7.667243003845215,10.495936393737791,217
24,best_xlstm_sup,0.9807378649711608,0.8903545141220093,0.6998107433319092,0.3590565025806427,6.530122756958008,12.08795166015625,229
23,best_xlstm_sup,0.9757153391838074,0.8772464990615845,0.6882497072219849,0.35228055715560913,6.8592729568481445,13.27720069885254,215
