,group,test_acc,test_f1,test_auroc,test_auprc,_runtime
57,best_stmem_ft,0.8914467692375183,0.7332441806793213,0.9302251935005188,0.8218950629234314,3852.674979208
15,best_stmem_ft,0.8926296830177307,0.7463246583938599,0.9294647574424744,0.8224210739135742,3883.95846807
60,best_stmem_ft,0.8909918069839478,0.7421765327453613,0.9296595454216005,0.8221421241760254,3894.937915617
58,best_stmem_ft,0.891264796257019,0.7346155047416687,0.9290830492973328,0.8201830983161926,3884.16803677
9,best_stmem_lp,0.8467698097229004,0.5639177560806274,0.8675855994224548,0.6942904591560364,1494.364915276
53,best_stmem_lp,0.8483166694641113,0.5670861005783081,0.8673654794692993,0.6939277052879333,1489.726539227
54,best_stmem_lp,0.8462238311767578,0.5646390914916992,0.8670033812522888,0.6929751634597778,1494.367918689
56,best_stmem_lp,0.8464968204498291,0.5607986450195312,0.8669409155845642,0.6930109858512878,1490.550630917
55,best_stmem_lp,0.8475887179374695,0.5644965171813965,0.8662748336791992,0.6914072632789612,1496.515337814
75,best_trans_ft,0.8802548050880432,0.7307313084602356,0.925898015499115,0.809722900390625,322.452098343
76,best_trans_ft,0.8812556862831116,0.6991242170333862,0.9240673184394836,0.80764240026474,344.440699147
73,best_trans_ft,0.8800727725028992,0.7224405407905579,0.9246792197227478,0.8069166541099548,328.375928959
74,best_trans_ft,0.8806187510490417,0.7077001929283142,0.9246060252189636,0.8077329993247986,323.496965704
16,best_trans_ft,0.8758871555328369,0.6877787113189697,0.9240080714225768,0.8071348071098328,298.119456441
64,best_trans_lp,0.8757051825523376,0.7037362456321716,0.913665771484375,0.7816234827041626,230.198096896
63,best_trans_lp,0.8751592636108398,0.7023202180862427,0.9141026735305786,0.782238245010376,229.332190363
62,best_trans_lp,0.8765240907669067,0.7055174708366394,0.9141368865966796,0.782435417175293,233.882981413
61,best_trans_lp,0.8747952580451965,0.7040197253227234,0.9141548275947572,0.7833185195922852,225.726288719
11,best_trans_lp,0.8748862743377686,0.7014044523239136,0.9137758612632751,0.7816862463951111,222.382566465
84,best_xlstm_ft,0.8839854598045349,0.7207080125808716,0.9278468489646912,0.818413257598877,485.889382849
82,best_xlstm_ft,0.8854413032531738,0.729670524597168,0.9285427927970886,0.8167693018913269,498.176675867
81,best_xlstm_ft,0.8844404220581055,0.7181621789932251,0.9275545477867126,0.8163661956787109,492.87856096
94,best_xlstm_ft,0.880800724029541,0.7211202383041382,0.9278700947761536,0.8156254887580872,474.199329252
83,best_xlstm_ft,0.8842583894729614,0.7000121474266052,0.926364243030548,0.8114334344863892,467.13400921
14,best_xlstm_lp,0.8762511610984802,0.689511775970459,0.9155099987983704,0.7876245379447937,316.394947615
77,best_xlstm_lp,0.8757051825523376,0.6888245940208435,0.9151085019111632,0.7875598073005676,321.83428377
80,best_xlstm_lp,0.8769790530204773,0.6913743019104004,0.9155494570732116,0.7891053557395935,315.975229526
79,best_xlstm_lp,0.8761601448059082,0.6890113949775696,0.9152687191963196,0.7879316210746765,325.607759927
78,best_xlstm_lp,0.8770700693130493,0.6901570558547974,0.915368676185608,0.7878831028938293,331.663731032
85,best_xlstm_sup,0.862420380115509,0.6709107160568237,0.8928658366203308,0.7495623826980591,503.736699933
86,best_xlstm_sup,0.8525022864341736,0.6579322814941406,0.8849965333938599,0.7386465072631836,488.56156013
87,best_xlstm_sup,0.8628753423690796,0.673130989074707,0.8942641615867615,0.7511599063873291,520.190883442
88,best_xlstm_sup,0.8586897253990173,0.6711938977241516,0.8894468545913696,0.7468368411064148,480.559305937
89,best_xlstm_sup,0.8643311858177185,0.6619607210159302,0.8920671343803406,0.755072832107544,502.405350986
