,group,ptbxl/test_rsmape/dataloader_idx_0,ptbxl/test_mae/dataloader_idx_0,ptbxl/test_r2/dataloader_idx_0,ptbxl/test_pearson/dataloader_idx_0,mimic/test_rsmape/dataloader_idx_1,mimic/test_mae/dataloader_idx_1,mimic/test_r2/dataloader_idx_1,mimic/test_pearson/dataloader_idx_1,cpsc/test_rsmape/dataloader_idx_2,cpsc/test_mae/dataloader_idx_2,cpsc/test_r2/dataloader_idx_2,cpsc/test_pearson/dataloader_idx_2,_runtime,valid_mae,valid_r2,valid_pearson
8,best_ecgfm_ft,0.07273674756288528,8.02907657623291,0.6191253662109375,0.8021714687347412,0.07523338496685028,9.039071083068848,0.547359824180603,0.7497693300247192,0.07870660722255707,8.344822883605957,0.672724187374115,0.8357554078102112,7532,6.715566635131836,0.796676754951477,0.8938028216362
12,best_ecgfm_lp,0.08453143388032913,9.31106948852539,0.5080258846282959,0.7230262756347656,0.08806273341178894,10.578990936279297,0.39968758821487427,0.6422710418701172,0.0943838581442833,10.041352272033691,0.5594513416290283,0.7488065958023071,11015,9.28935718536377,0.6446975469589233,0.8029340505599976
23,best_ecgfm_lp,0.08460944145917892,9.317362785339355,0.5074273347854614,0.7220625281333923,0.08824630826711655,10.59981918334961,0.3969426155090332,0.641036868095398,0.0942673459649086,10.03110408782959,0.5598596334457397,0.7487204074859619,8622,9.28747272491455,0.6462947726249695,0.8039426803588867
22,best_ecgfm_lp,0.08462108671665192,9.31785488128662,0.5073052644729614,0.7227084636688232,0.08810387551784515,10.586215019226074,0.39903849363327026,0.6417204737663269,0.09437929838895798,10.0447416305542,0.5591864585876465,0.7485890984535217,10063,9.334839820861816,0.6420801877975464,0.8013100028038025
20,best_ecgfm_lp,0.08451380580663681,9.304838180541992,0.5085210800170898,0.7231618762016296,0.08809661120176315,10.583069801330566,0.3993520736694336,0.6412726044654846,0.0943550243973732,10.035736083984377,0.5599427223205566,0.7489531636238098,10454,9.35643196105957,0.6400564908981323,0.800041675567627
10,best_ecgfm_lp,0.08385912328958511,9.235981941223145,0.5119714736938477,0.7190222144126892,0.08982408791780472,10.773491859436035,0.37498313188552856,0.6381181478500366,0.09397650510072708,10.027094841003418,0.5590702295303345,0.7487429976463318,5045,9.40824031829834,0.6371252536773682,0.7985701560974121
0,best_jepa_ft,0.06841831654310226,7.648810863494873,0.6519216299057007,0.824921727180481,0.07289907336235046,8.77896499633789,0.5725029706954956,0.7612418532371521,0.07394980639219284,7.956898212432861,0.7013038992881775,0.8524219393730164,15001,6.2820234298706055,0.8185648918151855,0.9058262705802917
7,best_jepa_ft,0.06736712157726288,7.451193809509277,0.6724265813827515,0.828691303730011,0.07241090387105942,8.699034690856934,0.5833033323287964,0.7644467949867249,0.07377912849187851,7.915998935699463,0.7060262560844421,0.8504473567008972,12396,6.310390949249268,0.8178879022598267,0.9056191444396973
3,best_jepa_ft,0.06895866990089417,7.739744663238525,0.6432462930679321,0.8255327343940735,0.07332473248243332,8.838118553161621,0.565851092338562,0.758591890335083,0.07382619380950928,8.002197265625,0.6935316324234009,0.8530641198158264,13476,6.306725025177002,0.8173549175262451,0.9050903916358948
6,best_jepa_ft,0.07208885997533798,8.1836519241333,0.6065508127212524,0.8269370198249817,0.0741659551858902,8.954331398010254,0.5527164936065674,0.7619567513465881,0.07680930197238922,8.432787895202637,0.6616325974464417,0.8511697053909302,14594,6.3486008644104,0.8122773766517639,0.9048035144805908
21,best_jepa_ft,0.06922821700572968,7.743933200836182,0.6446954011917114,0.8260928988456726,0.0726202204823494,8.735031127929688,0.5748797059059143,0.7641637921333313,0.0746539756655693,8.04701042175293,0.6906499862670898,0.8501634001731873,16448,6.313247203826904,0.8140815496444702,0.9056867957115173
13,best_jepa_lp,0.07557950168848038,8.368910789489746,0.5954408645629883,0.7770298719406128,0.08303222060203552,9.986723899841309,0.462429404258728,0.6808116436004639,0.08308739215135574,8.89226245880127,0.6497558355331421,0.8067825436592102,8983,7.938675880432129,0.731907308101654,0.8555361032485962
14,best_jepa_lp,0.07563192397356033,8.378768920898438,0.5944858193397522,0.7769432663917542,0.08302754908800125,9.98801040649414,0.4621662497520447,0.6809470057487488,0.08315099030733109,8.892876625061035,0.6493840217590332,0.8063283562660217,9240,7.978140830993652,0.7286949753761292,0.8536559343338013
18,best_jepa_lp,0.07559464126825333,8.372797012329102,0.5954263210296631,0.7777850031852722,0.08300047367811203,9.982867240905762,0.46280038356781006,0.6817192435264587,0.08297386765480042,8.87057113647461,0.6510663032531738,0.8072211146354675,9049,7.931667327880859,0.7326115965843201,0.8559725284576416
11,best_jepa_lp,0.07585164159536362,8.406143188476562,0.5926706790924072,0.776960015296936,0.08291614800691605,9.967902183532717,0.4642373919486999,0.6831704378128052,0.08284123241901398,8.85482406616211,0.6512434482574463,0.8071578145027161,8935,7.953938007354736,0.7317330241203308,0.8554301261901855
19,best_jepa_lp,0.07560860365629196,8.37525749206543,0.5947684049606323,0.7771729826927185,0.08294378221035004,9.9745512008667,0.46359574794769287,0.6819776892662048,0.08307727426290512,8.889201164245605,0.6499260663986206,0.8065803647041321,9056,7.958863258361816,0.7303719520568848,0.8546769618988037
28,best_stmem_ft,0.06710212677717209,7.4659318923950195,0.6709573268890381,0.837640106678009,0.06782080233097076,8.140433311462402,0.6363911628723145,0.7998702526092529,0.06787899881601334,7.213034629821777,0.7584258317947388,0.8778443932533264,6295,5.973081111907959,0.8389026522636414,0.9166725873947144
25,best_stmem_ft,0.06764525175094604,7.460245132446289,0.6684468984603882,0.8393276333808899,0.06798427551984787,8.180155754089355,0.6319791078567505,0.796751856803894,0.06741128861904144,7.195371627807617,0.7557485103607178,0.8771384954452515,7823,6.033311367034912,0.8337655663490295,0.9138997793197632
29,best_stmem_ft,0.06610795110464096,7.329999446868896,0.6806771755218506,0.8374912738800049,0.06838740408420563,8.208319664001465,0.6283754110336304,0.7956040501594543,0.06680940836668015,7.105485916137695,0.7647833228111267,0.8793510794639587,7778,5.9534101486206055,0.8384455442428589,0.9156751036643982
27,best_stmem_ft,0.0653771460056305,7.211679935455322,0.6933509111404419,0.8405337333679199,0.0674576535820961,8.125667572021484,0.6399285793304443,0.8021836280822754,0.06733136624097824,7.112268924713135,0.7673895359039307,0.879523515701294,9300,6.022119522094727,0.8369048833847046,0.9155137538909912
26,best_stmem_ft,0.0671604722738266,7.409208297729492,0.6757878065109253,0.8321194648742676,0.0683513954281807,8.216254234313965,0.629607081413269,0.7963017225265503,0.06603463739156723,7.023061752319336,0.7696667313575745,0.8801395893096924,8130,6.055751800537109,0.8375740051269531,0.9156076312065125
24,best_stmem_lp,0.08867057412862778,9.739217758178713,0.4594888687133789,0.6875462532043457,0.09665263444185256,11.471814155578612,0.3064495921134949,0.6422653794288635,0.1032041162252426,11.028416633605955,0.4772514104843139,0.7108664512634277,10160,12.156828880310059,0.4205390214920044,0.6497737169265747
5,best_stmem_lp,0.08882756531238556,9.755956649780272,0.4577134847640991,0.686906635761261,0.09707238525152206,11.517560005187988,0.3011550307273865,0.6411920189857483,0.10351407527923584,11.062149047851562,0.4745086431503296,0.7098128795623779,7671,12.21438217163086,0.41618192195892334,0.6462209224700928
4,best_stmem_lp,0.08883541822433472,9.754576683044434,0.4578176736831665,0.686907947063446,0.0970715656876564,11.513678550720217,0.3016776442527771,0.6419922113418579,0.10328008234500884,11.03770351409912,0.4764636754989624,0.7111398577690125,6836,12.226289749145508,0.4152732491493225,0.6456665396690369
2,best_stmem_lp,0.08894090354442596,9.76688003540039,0.45639997720718384,0.6863930225372314,0.09772972762584686,11.589417457580566,0.2931416630744934,0.6398801803588867,0.10404155403375626,11.122445106506348,0.4694651961326599,0.7088170051574707,7641,12.194585800170898,0.4167602062225342,0.6468736529350281
1,best_stmem_lp,0.0888766273856163,9.76402187347412,0.4568918347358704,0.6867452263832092,0.09743016958236694,11.560760498046877,0.2962424159049988,0.6401234865188599,0.10373544692993164,11.091452598571776,0.4721091389656067,0.7096999883651733,6815,12.186776161193848,0.4177233576774597,0.6476902961730957
76,best_trans_ft,0.08248065412044525,8.998777389526367,0.5264944434165955,0.7492899298667908,0.08457446098327637,10.03299045562744,0.4469675421714782,0.6878207921981812,0.09129239618778227,9.68079662322998,0.5610053539276123,0.7670658230781555,2096,7.8152594566345215,0.7251073122024536,0.8532761931419373
80,best_trans_ft,0.08053003251552582,8.886707305908203,0.5396384000778198,0.7567694783210754,0.0835098996758461,9.954630851745604,0.4544450640678406,0.6792555451393127,0.09022939205169678,9.658265113830566,0.5640546083450317,0.7717546820640564,3505,7.847625255584717,0.7253820896148682,0.8531813025474548
78,best_trans_ft,0.0790526494383812,8.627359390258789,0.5741718411445618,0.7641682028770447,0.08241225779056549,9.81121063232422,0.4783143997192383,0.6919496655464172,0.08700429648160934,9.23667049407959,0.6071415543556213,0.7847617864608765,2770,7.864975929260254,0.7222940921783447,0.8505633473396301
77,best_trans_ft,0.0805429145693779,8.814122200012207,0.5476584434509277,0.7511048316955566,0.08580423891544342,10.219666481018066,0.4258346557617187,0.6591238379478455,0.0896398276090622,9.509138107299805,0.5734978914260864,0.7677908539772034,4095,7.884654521942139,0.7227991819381714,0.8508510589599609
75,best_trans_ft,0.07824265211820602,8.578855514526367,0.5702347755432129,0.7659960389137268,0.08151890337467194,9.70906925201416,0.4847729802131653,0.697938859462738,0.08828220516443253,9.42404079437256,0.5842124223709106,0.7750426530838013,2703,7.8482489585876465,0.7277853488922119,0.8535104393959045
82,best_trans_lp,0.08154596388339996,8.91600227355957,0.5463156700134277,0.7415313720703125,0.0844932347536087,10.078285217285156,0.4531423449516296,0.6857889294624329,0.09023217856884004,9.61375331878662,0.5935218334197998,0.7722058892250061,5294,8.898639678955078,0.6539304256439209,0.8116630911827087
81,best_trans_lp,0.08119916170835495,8.881552696228027,0.5506623983383179,0.7433100342750549,0.08403388410806656,10.024088859558104,0.45955735445022583,0.685524046421051,0.0899481475353241,9.579821586608888,0.5965612530708313,0.7737048268318176,6163,8.912674903869629,0.6531100273132324,0.8108116984367371
79,best_trans_lp,0.08096245676279068,8.851827621459961,0.553418755531311,0.7451955080032349,0.0837474912405014,9.98793601989746,0.4628004431724548,0.6885450482368469,0.08966290950775146,9.54318141937256,0.5986461043357849,0.7747226357460022,3761,8.819355964660645,0.6604280471801758,0.8151593208312988
84,best_trans_lp,0.08147403597831726,8.904937744140625,0.5499887466430664,0.7428946495056152,0.08371678739786148,9.98231029510498,0.4642391800880432,0.6867119669914246,0.08990709483623505,9.55545711517334,0.5986673831939697,0.7745206952095032,6322,8.840624809265137,0.6575757265090942,0.8127253651618958
83,best_trans_lp,0.08133339881896973,8.891880989074707,0.5510114431381226,0.7433871626853943,0.08413049578666687,10.036639213562012,0.4584008455276489,0.6856158375740051,0.08978777378797531,9.56112003326416,0.5984503030776978,0.7745822668075562,6322,8.85381031036377,0.660128116607666,0.8137473464012146
39,best_xlstm_ft,0.07114201039075851,7.813679695129395,0.6396697759628296,0.8133633732795715,0.07447885721921921,8.888944625854492,0.5584927797317505,0.7549800872802734,0.07553636282682419,8.032541275024414,0.6994508504867554,0.8443111777305603,7006,6.659781455993652,0.7974924445152283,0.8941871523857117
38,best_xlstm_ft,0.06986747682094574,7.73108434677124,0.6474889516830444,0.8159154653549194,0.07495780289173126,8.977993965148926,0.5513522624969482,0.7454051375389099,0.07427109777927399,7.913513660430908,0.7059224843978882,0.8459590673446655,6877,6.714508056640625,0.7964819669723511,0.8929356336593628
37,best_xlstm_ft,0.07016752660274506,7.753699779510498,0.642096996307373,0.8144797682762146,0.07476318627595901,8.939200401306152,0.550148606300354,0.7475730776786804,0.0739256888628006,7.899284362792969,0.7073341608047485,0.8485976457595825,7563,6.691157817840576,0.7978724241256714,0.8945162892341614
36,best_xlstm_ft,0.06966326385736465,7.6833720207214355,0.6505230665206909,0.8205278515815735,0.07325828820466995,8.757282257080078,0.572704553604126,0.7611252665519714,0.07532051205635071,7.987975120544434,0.7031595706939697,0.8485011458396912,7258,6.710775852203369,0.7945196628570557,0.8925472497940063
35,best_xlstm_ft,0.06962098926305771,7.701744079589844,0.6486296057701111,0.8169242739677429,0.07432761043310165,8.881821632385254,0.5595618486404419,0.7509209513664246,0.07367288321256638,7.871124267578125,0.7088119983673096,0.8493919968605042,7545,6.709625720977783,0.7955406904220581,0.8926594257354736
34,best_xlstm_lp,0.0724826529622078,7.967118263244629,0.6322170495986938,0.8026365041732788,0.07834448665380478,9.383761405944824,0.5201539397239685,0.7267429828643799,0.07972246408462524,8.49153995513916,0.6741369962692261,0.826245129108429,6719,8.782206535339355,0.6686760187149048,0.8177409768104553
33,best_xlstm_lp,0.07242145389318466,7.960814952850342,0.632691502571106,0.8028139472007751,0.07862451672554016,9.415275573730469,0.517361044883728,0.726552426815033,0.07957468181848526,8.475005149841309,0.6755606532096863,0.8266057372093201,5746,8.769721031188965,0.6723220348358154,0.8200010061264038
32,best_xlstm_lp,0.07279009371995926,7.98954963684082,0.6304227709770203,0.8023874759674072,0.07871818542480469,9.424921035766602,0.5166078209877014,0.7262925505638123,0.07961118221282959,8.47379207611084,0.676094651222229,0.8268659114837646,6220,8.750175476074219,0.6704932451248169,0.8188519477844238
31,best_xlstm_lp,0.0725865438580513,7.975413322448731,0.6313741207122803,0.8025720119476318,0.07843615114688873,9.391950607299805,0.5195340514183044,0.7272994518280029,0.0794653594493866,8.45434284210205,0.6775410175323486,0.8274110555648804,6838,8.761885643005371,0.6705482006072998,0.818873941898346
30,best_xlstm_lp,0.07276685535907745,7.987461566925049,0.6305580139160156,0.8026394844055176,0.07874398678541183,9.425488471984863,0.5165385007858276,0.7264988422393799,0.07954876124858856,8.464240074157715,0.6767359972000122,0.827111005783081,6681,8.785295486450195,0.668224573135376,0.8174512386322021
43,best_xlstm_sup,0.07529160380363464,8.32286548614502,0.5873513221740723,0.7837570905685425,0.08221505582332611,9.820160865783691,0.4574266076087952,0.6934213042259216,0.08225370198488235,8.811996459960938,0.6315401792526245,0.8060621619224548,3856,7.94450569152832,0.7183486223220825,0.8491010665893555
41,best_xlstm_sup,0.07477685064077377,8.288209915161133,0.5933148860931396,0.7870146036148071,0.08102342486381531,9.690549850463867,0.4734236598014831,0.6998798251152039,0.08244722336530685,8.81591510772705,0.6346722841262817,0.8043802976608276,5193,7.975744724273682,0.7170454263687134,0.8496158123016357
40,best_xlstm_sup,0.07489971071481705,8.271584510803223,0.5998932719230652,0.7839112281799316,0.07965724915266037,9.500191688537598,0.49851661920547485,0.7091467976570129,0.0804888904094696,8.599570274353027,0.6570693254470825,0.8129533529281616,4749,8.005617141723633,0.7195361256599426,0.8507408499717712
44,best_xlstm_sup,0.07459839433431625,8.24561595916748,0.5962026119232178,0.7834327220916748,0.08044622838497162,9.633862495422363,0.4855992794036865,0.7027921080589294,0.08381471037864685,8.92177963256836,0.6283445358276367,0.7991788387298584,3957,7.9603495597839355,0.7162023186683655,0.8502164483070374
42,best_xlstm_sup,0.07412303239107132,8.153829574584961,0.607552170753479,0.7865549921989441,0.08066985011100769,9.615530967712402,0.4846818447113037,0.711226761341095,0.08202937245368958,8.745903968811035,0.6428115367889404,0.8062347173690796,4964,8.004143714904785,0.7204723358154297,0.8498700857162476
